Processes: 403 total, 2 running, 401 sleeping, 1668 threads 
2020/08/30 12:31:22
Load Avg: 1.51, 1.70, 1.70 
CPU usage: 7.53% user, 10.95% sys, 81.50% idle 
SharedLibs: 391M resident, 53M data, 48M linkedit.
MemRegions: 71844 total, 3169M resident, 139M private, 1212M shared.
PhysMem: 10G used (2497M wired), 5639M unused.
VM: 2216G vsize, 1991M framework vsize, 3152691(0) swapins, 3366775(0) swapouts.
Networks: packets: 9272571/9600M in, 5120610/866M out.
Disks: 3087464/43G read, 4711613/64G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW      MSGSENT   MSGRECV   SYSBSD   SYSMACH   CSW       PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
333    GSSCred          0.0  00:00.11 3     2   17     756K  0B    420K  333   1     sleeping *0[1]       0.00000 0.00000    0   1478     117      126       47        5120     179       4169      6       3        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
332    distnoted        0.0  00:00.32 2     1   34     2452K 0B    2052K 332   1     sleeping *0[1]       0.00000 0.00000    0   2074     97       3964      3711      7644     7882      5336      10      0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
331    ViewBridgeAuxili 0.0  00:20.08 2     1   65     1884K 0B    740K  331   1     sleeping *0[147933]  0.00000 0.00000    0   11291    186      747591    149076    298252   1340936   279461    29      52       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
328    com.apple.Accoun 0.0  00:00.17 2     1   19     1492K 0B    712K  328   1     sleeping *0[366]     0.00000 0.00000    0   3223     122      3040      1153      6260     3880      2351      17      123      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
327    diskmanagementd  0.0  00:00.78 5     1   78     4620K 0B    3160K 327   1     sleeping *0[1]       0.00000 0.00000    0   7689     233      15898     4010      29244    39770     14601     372     152      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
321    bootinstalld     0.0  00:00.02 2     1   24     2716K 0B    2712K 321   1     sleeping *0[1]       0.00000 0.00000    0   1760     165      69        27        631      165       63        32      0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
318    appleeventsd     0.0  00:02.07 2     1   206    5944K 0B    3532K 318   1     sleeping *1[850]     0.00000 0.00000    55  13401    163      38339     16714     41098    45540     27416     63      435      0.0   0      0      _appleevents       N/A    N/A   N/A   N/A   N/A   N/A  
316    colorsyncd       0.0  00:00.03 2     1   27     2536K 0B    2532K 316   1     sleeping *0[73]      0.00000 0.00000    0   1331     130      355       103       1071     370       235       3       0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
315    colorsync.displa 0.0  00:00.06 2     1   63     1324K 0B    916K  315   1     sleeping *0[7]       0.00000 0.00000    0   1843     138      535       340       2049     1467      1018      10      31       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
314    CVMServer        0.0  00:00.13 2     1   59     3444K 0B    3080K 314   1     sleeping *0[1]       0.00000 0.00000    0   1985     117      2801      1057      4197     3110      1684      19      72       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
309    secinitd         0.0  00:00.08 2     1   47     4196K 0B    3596K 309   1     sleeping *0[2]       0.00000 0.00000    0   3282     175      318       562       3424     1224      1698      0       54       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
306    aceagent         0.0  00:00.77 4     1   87     1632K 0B    860K  306   1     sleeping *0[1]       0.00000 0.00000    501 11274    155      17538     9884      31455    39867     30486     35      213      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
298    com.apple.audio. 0.0  00:00.00 2     1   12     776K  0B    772K  298   1     sleeping *0[2]       0.00000 0.00000    202 1116     148      94        36        531      192       50        6       0        0.0   0      0      _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
295    AudioComponentRe 0.0  00:00.08 2     1   36     3736K 24K   2312K 295   1     sleeping *0[16]      0.00000 0.00000    0   3490     152      952       380       2052     2141      661       50      0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
294    com.apple.CodeSi 0.0  00:03.12 2     1   20     5740K 0B    2056K 294   1     sleeping *0[2435]    0.00000 0.00000    0   13610    126      17645     7490      261911   20724     17098     4       577      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
293    lsd              0.0  00:10.54 2     1   108    25M   0B    20M   293   1     sleeping *0[550]     0.00000 0.00000    0   189287   3427     15357     4965      154556   15378     60059     15407   697      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
291    thermald         0.0  00:00.17 2     1   33     760K  0B    504K  291   1     sleeping *0[1]       0.00000 0.00000    0   1856     134      2044      1319      3558     3875      3412      69      11       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
287    runningboardd    0.0  00:25.57 3     2   177    5172K 0B    1480K 287   1     sleeping *1[2]       0.00000 0.00000    0   100407   168      63436     29924     785687   99862     356533    1215    9157     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
284    amfid            0.0  00:05.70 2     1   44     24M   0B    16M   284   1     sleeping *0[1]       0.00000 0.00000    0   17564    184      4192      1357      68719    8401      19661     40      72       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
283    VDCAssistant     0.0  00:01.41 2     1   51     3416K 0B    2364K 283   1     sleeping *0[1]       0.00000 0.00000    262 7525     172      54353     51517     20646    123735    30481     354     43       0.0   0      0      _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
282    usbd             0.0  00:11.70 2     1   50     2812K 0B    2208K 282   1     sleeping  0[0]       0.00000 0.00000    0   4565     151      589112    370091    125506   1074048   166419    30      92       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
281    mobileassetd     0.0  01:13.62 2     1   78     15M   0B    1676K 281   1     sleeping *0[2741]    0.00000 0.00000    0   231477   200      41267     19107     199709   60460     87918     243     1171     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
280    apfsd            0.0  00:00.25 2     1   42     992K  0B    480K  280   1     sleeping *0[1]       0.00000 0.00000    0   3757     121      6485      946       1490     10190     7621      43      71       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
279    com.apple.ifdrea 0.0  00:00.07 2     1   31     1004K 0B    588K  279   1     sleeping *0[127]     0.00000 0.00000    0   2519     131      2727      1171      1415     2703      694       27      9        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
278    nsurlsessiond    0.0  00:09.62 2     1   91     6776K 0B    2784K 278   1     sleeping *0[10103]   0.00000 0.00000    242 58545    259      176321    58645     186026   246498    193095    153     10443    0.0   0      0      _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
277    trustd           0.0  00:00.36 2     1   36     4760K 192K  3428K 277   1     sleeping *0[8]       0.00000 0.00000    205 5060     159      888       643       8009     2635      3852      9       101      0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
276    cfprefsd         0.0  00:00.01 2     1   34     648K  0B    644K  276   1     sleeping *0[20]      0.00000 0.00000    205 595      97       233       62        590      384       111       0       0        0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
271    com.apple.audio. 0.0  00:00.11 2     1   40     2824K 0B    2088K 271   1     sleeping *0[9]       0.00000 0.00000    202 2985     158      368       579       3971     1340      1790      15      54       0.0   0      0      _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
268    secinitd         0.0  00:00.10 2     1   47     4392K 0B    3728K 268   1     sleeping *0[1]       0.00000 0.00000    205 3391     169      341       560       3310     1290      1841      80      58       0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
267    com.apple.geod   0.0  00:07.24 2     1   59     11M   0B    8848K 267   1     sleeping *0[329]     0.00000 0.00000    205 61070    244      28630     5341      203188   26993     91218     1311    11323    0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
265    mDNSResponderHel 0.0  00:05.82 3     1   34     1668K 0B    916K  265   1     sleeping *0[1]       0.00000 0.00000    0   3987     121      217067    108647    111851   109566    123500    72      58342    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
261    awdd             0.0  00:16.79 4     3   131    6100K 64K   2960K 261   1     sleeping *0[4128]    0.00000 0.00000    0   42063    165      126481    75457     722023   173305    231721    1704    8294     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
259    mDNSResponder    0.0  00:55.75 5     1   84     6664K 0B    2996K 259   1     sleeping *0[1]       0.00000 0.00000    65  23532    167      70072     33124     4070380  114895    684382    1204    97763    0.0   0      0      _mdnsresponder     N/A    N/A   N/A   N/A   N/A   N/A  
257    syspolicyd       0.0  00:14.17 3     1   133    19M   192K  11M   257   1     sleeping *0[1]       0.00000 0.00000    0   24199    267      8337      3348      141562   19658     50888     629     6469     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
250    symptomsd        0.0  01:01.39 6     5   129    7756K 192K  1396K 250   1     sleeping *0[13012]   0.00000 0.00000    24  95216    299      111718    33941     3636085  384530    946063    1454    4682     0.0   0      0      _networkd          N/A    N/A   N/A   N/A   N/A   N/A  
237    WindowServer     0.0  02:10:36 9     3   1533   588M  139M  124M  237   1     sleeping *0[1]       0.00000 0.00000    88  13646198 11932595 109955393 49895491  55926945 179101691 63045201  9486    2491491  0.0   0      0      _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
228    backupd-helper   0.0  00:18.62 2     1   170    6888K 0B    4760K 228   1     sleeping  0[0]       0.00000 0.00000    0   22952    216      20259     8987      30196    31242     79067     781     340      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
221    coreaudiod       0.0  24:07.28 6     1   349    15M   0B    8872K 221   1     sleeping *0[1]       0.00000 0.00000    202 754548   292      41379241  7306627   37112878 66237353  31803687  2493    2161146  0.0   0      0      _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
219    searchpartyd     0.0  00:00.30 2     1   60     3236K 0B    2288K 219   1     sleeping *0[23]      0.00000 0.00000    0   6895     294      905       771       4973     2846      5479      1359    106      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
214    airportd         0.0  11:35.65 10    8   544    13M   0B    2856K 214   1     sleeping *47534[1]   0.00000 0.00000    0   712375   255      24880242  9912778   47494566 21350029  18158674  4133    65761    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
211    trustd           0.0  00:35.28 2     1   95     9908K 1028K 2868K 211   1     sleeping *0[60020]   0.00000 0.00000    0   45418    200      91850     21059     970647   251585    142397    1132    3648     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
208    nehelper         0.0  00:01.60 2     1   48     3972K 0B    2360K 208   1     sleeping *0[601]     0.00000 0.00000    0   9036     169      10278     2612      41781    14764     11624     320     284      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
203    contextstored    0.0  01:05.05 2     1   135    8288K 2048K 3404K 203   1     sleeping *0[34529]   0.00000 0.00000    0   124867   251      383790    109932    1326424  533064    835417    1965    14110    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
201    analyticsd       0.0  00:03.46 2     1   304    4676K 4224K 2996K 201   1     sleeping *1137[17]   0.00000 0.00000    263 19839    213      45728     17108     86730    86365     39574     564     770      0.0   0      0      _analyticsd        N/A    N/A   N/A   N/A   N/A   N/A  
200    authd            0.0  00:03.21 3     2   86     5464K 128K  2524K 200   1     sleeping *0[1411]    0.00000 0.00000    0   12719    203      13762     3645      68242    20114     27027     321     148      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
194    coreservicesd    0.0  00:05.05 4     1   291    6644K 0B    3072K 194   1     sleeping *0[1]       0.00000 0.00000    0   15832    133      231258    47267     101191   354248    55641     196     211      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
189    loginwindow      0.0  00:54.65 4     1   462    28M   8192B 8976K 189   1     sleeping *0[7117]    0.00000 0.00000    501 467321   491      264760    82055     452127   487985    326634    6217    2945     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
176    tccd             0.0  00:32.30 2     1   49     12M   64K   5440K 176   1     sleeping *0[4421]    0.00000 0.00000    0   57679    212      67452     26330     1161572  138293    124302    896     714      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
175    aslmanager       0.0  00:00.11 2     1   18     1056K 0B    980K  175   1     sleeping *0[1]       0.00000 0.00000    0   881      80       284       221       4632     296       553       8       3        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
174    cfprefsd         0.0  00:34.98 2     1   663    3292K 80K   476K  174   1     sleeping *0[33317]   0.00000 0.00000    0   210724   94       309192    104170    1200971  380985    312435    44      6337     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
173    distnoted        0.0  00:03.56 2     1   153    2884K 0B    1808K 173   1     sleeping *0[1]       0.00000 0.00000    241 4347     98       67794     17260     43672    69032     22973     119     0        0.0   0      0      _distnote          N/A    N/A   N/A   N/A   N/A   N/A  
172    notifyd          0.0  00:41.50 2     1   394    2488K 0B    916K  172   1     sleeping *0[1]       0.00000 0.00000    0   8620     80       3387426   789442    1747054  3075798   871640    41      103      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
171    AirPlayXPCHelper 0.0  00:26.44 6     3   146    7844K 0B    2936K 171   1     sleeping *0[1]       0.00000 0.00000    0   42333    228      376372    183445    809068   277717    569064    2551    60883    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
170    corebrightnessd  0.0  00:19.55 2     1   113    8320K 0B    6528K 170   1     sleeping *0[1]       0.00000 0.00000    0   27489    170      283517    46666     299856   767168    314588    1476    10415    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
168    hidd             0.0  36:47.34 6     3   286    4404K 0B    964K  168   1     sleeping *0[1]       0.00000 0.00000    261 1253156  169      7773885   7224545   64819360 25818091  23628266  3670    65994    0.0   0      0      _hidd              N/A    N/A   N/A   N/A   N/A   N/A  
167    bluetoothd       0.0  02:54.81 4     2   281    5128K 0B    1172K 167   1     sleeping *0[1]       0.00000 0.00000    0   83533    265      4261941   2609266   2002945  5499654   1661835   6446    12722    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
165    KernelEventAgent 0.0  00:00.01 3     1   25     616K  0B    380K  165   1     sleeping *0[1]       0.00000 0.00000    0   862      114      132       24        1196     509       328       39      0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
164    revisiond        0.0  00:00.32 3     1   60     12M   128K  11M   164   1     sleeping *0[36]      0.00000 0.00000    0   8968     185      1115      704       5780     3186      4395      266     115      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
163    logind           0.0  00:00.15 2     1   84     1324K 0B    532K  163   1     sleeping *0[1]       0.00000 0.00000    0   7535     1438     2027      492       1813     2159      2358      403     17       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
159    dasd             0.0  00:30.42 2     1   90     7024K 64K   2664K 159   1     sleeping *0[2362]    0.00000 0.00000    0   63018    236      131832    24305     444209   194291    265429    1009    11850    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
157    displaypolicyd   0.0  00:00.74 6     1   52     2172K 0B    1328K 157   1     sleeping *0[1]       0.00000 0.00000    244 4754     154      5842      2889      32912    8797      40224     111     4217     0.0   0      0      _displaypolicyd    N/A    N/A   N/A   N/A   N/A   N/A  
156    autofsd          0.0  00:00.02 2     1   20     736K  0B    600K  156   1     sleeping *0[1]       0.00000 0.00000    0   1073     135      63        43        468      178       260       4       5        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
154    locationd        0.0  02:20.15 7     5   203    7140K 192K  1964K 154   1     sleeping *0[56971]   0.00000 0.00000    205 622023   308      1043718   323814    2287236  1671179   1511747   4546    38970    0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
152    auditd           0.0  00:00.01 2     1   32     640K  0B    568K  152   1     sleeping *0[1]       0.00000 0.00000    0   687      118      554       438       482      1088      434       5       2        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
151    securityd        0.0  00:41.35 6     1   400    12M   0B    7876K 151   1     sleeping *0[1]       0.00000 0.00000    0   159927   441      439417    969       905443   757800    342103    595     190      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
150    usbmuxd          0.0  00:00.65 3     1   37     1504K 0B    588K  150   1     sleeping *0[1]       0.00000 0.00000    213 3132     151      3415      607       31463    24910     15035     251     42       0.0   0      0      _usbmuxd           N/A    N/A   N/A   N/A   N/A   N/A  
149    timed            0.0  00:02.39 2     1   42     1948K 0B    392K  149   1     sleeping *0[1]       0.00000 0.00000    266 8920     155      32142     3511      65996    24500     24920     656     1165     0.0   0      0      _timed             N/A    N/A   N/A   N/A   N/A   N/A  
148    launchservicesd  0.0  04:36.55 5     4   541    16M   0B    5664K 148   1     sleeping *0[1227270] 0.00000 0.00000    0   322989   190      6323715   1634156   10945152 4900449   3823406   1296    2516     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
147    apsd             0.0  00:17.53 3     1   228    10M   64K   6468K 147   1     sleeping *0[1]       0.00000 0.00000    0   43192    293      181422    64618     444909   396234    196907    1884    13299    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
146    opendirectoryd   0.0  02:06.24 10    9   1107   14M   64K   5432K 146   1     sleeping *0[1]       0.00000 0.00000    0   864374   178      1126656   375995    6098496  1371329   1866331   4179    7164     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
143    coreduetd        0.0  02:08.27 3     2   78     15M   9792K 6292K 143   1     sleeping *0[1744]    0.00000 0.00000    0   141240   239      44958     12214     10501233 756254    437816    2886    1806     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
140    diskarbitrationd 0.0  00:52.57 2     1   325    2636K 0B    752K  140   1     sleeping *0[1]       0.00000 0.00000    0   534523   8218     2522397   62213     1072135  5313955   586439    561     36       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
139    iconservicesd    0.0  00:00.26 2     1   54     3028K 0B    2168K 139   1     sleeping *0[287]     0.00000 0.00000    240 7704     145      2131      878       6207     2709      2900      2       154      0.0   0      0      _iconservices      N/A    N/A   N/A   N/A   N/A   N/A  
138    mds              0.0  04:35.70 7     4   466    48M   0B    15M   138   1     sleeping *0[1]       0.00000 0.00000    0   2202063  408      1192590   354380    12543396 1379163   3906956   4713    66574    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
134    watchdogd        0.0  00:04.10 3     1   45     1092K 0B    412K  134   1     sleeping *0[1]       0.00000 0.00000    0   3237     131      91841     43810     30514    208407    67048     67      6156     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
131    keybagd          0.0  00:00.30 2     1   55     1324K 0B    456K  131   1     sleeping *0[1]       0.00000 0.00000    0   2343     138      4173      1099      7798     3604      4109      252     16       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
130    logd             0.0  02:07.36 4     3   1252   27M   0B    4160K 130   1     sleeping *0[1]       0.00000 0.00000    0   526644   142      918517    970287    3088997  1168571   2079770   168002  4793     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
126    powerd           0.0  01:24.95 3     2   114    3020K 0B    660K  126   1     sleeping *0[1]       0.00000 0.00000    0   462978   183      1433219   535704    1914400  2086285   1340784   3148    8017     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
125    endpointsecurity 0.0  00:00.02 1     0   32     2500K 0B    2496K 125   1     sleeping  0[0]       0.00000 0.00000    0   1132     122      78        33        326      189       440       8       0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
124    configd          0.0  00:49.05 10    3   483    6676K 0B    2888K 124   1     sleeping *0[1]       0.00000 0.00000    0   780943   364      1781251   475255    1836022  2231215   877905    2154    6102     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
123    systemstats      0.0  02:54.70 3     2   111    15M   0B    3392K 123   1     sleeping *0[331]     0.00000 0.00000    0   668908   258      191899    109775    33740415 1947309   1074731   763     5417     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
120    mediaremoted     0.0  00:21.00 4     1   148    5900K 0B    1188K 120   1     sleeping *0[6240]    0.00000 0.00000    0   53637    290      326186    78725     556852   497063    327835    1852    2064     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
119    fseventsd        0.0  01:44.46 13    1   273    8088K 0B    2460K 119   1     sleeping *0[1]       0.00000 0.00000    0   322116   120      159021    9525      6204487  753794    1027252   134     106431   0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
118    kextd            0.0  00:08.23 2     1   63     13M   0B    6120K 118   1     sleeping *0[44]      0.00000 0.00000    0   69668    735      7023      2643      202058   16033     22376     7322    93       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
117    uninstalld       0.0  00:04.28 3     2   21     728K  0B    352K  117   1     sleeping *0[1]       0.00000 0.00000    0   23584    131      16264     24        152657   65390     103280    20      13759    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
114    UserEventAgent   0.0  00:12.29 4     1   692    4488K 0B    1092K 114   1     sleeping *0[1]       0.00000 0.00000    0   35194    247      178170    109872    1026648  307689    582603    1630    1316     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
113    syslogd          0.0  00:16.10 4     3   105    1140K 0B    348K  113   1     sleeping *0[16514]   0.00000 0.00000    0   59003    83       84090     2301      1190109  187703    295284    115     5605     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1      launchd          0.0  04:42.12 2     1   3465   29M   0B    9532K 1     0     sleeping  0[0]       0.00000 0.00000    0   208871   12481    3631243   963338    4354478  4746250   1312986   970     5491     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
0      kernel_task      0.0  03:42:21 192/8 0   0      312M  0B    0B    0     0     running   0[0]       0.00000 0.00000    0   1757910  0        329518405 211555933 0        0         690113883 0       22221207 0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
