Processes: 403 total, 2 running, 401 sleeping, 1668 threads 
2020/08/30 12:31:22
Load Avg: 1.51, 1.70, 1.70 
CPU usage: 7.53% user, 10.95% sys, 81.50% idle 
SharedLibs: 391M resident, 53M data, 48M linkedit.
MemRegions: 71844 total, 3169M resident, 139M private, 1212M shared.
PhysMem: 10G used (2497M wired), 5639M unused.
VM: 2216G vsize, 1991M framework vsize, 3152691(0) swapins, 3366775(0) swapouts.
Networks: packets: 9272571/9600M in, 5120610/866M out.
Disks: 3087464/43G read, 4711613/64G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW      MSGSENT   MSGRECV   SYSBSD   SYSMACH   CSW       PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
1209   transparencyd    0.0  00:01.02 2     1   64     10M   192K  1536K 1209  1     sleeping *0[413]     0.00000 0.00000    501 14598    222      5138      3185      31833    12439     19153     431     647      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
1205   garcon           0.0  00:01.09 3     1   149    18M   0B    15M   1205  1     sleeping *0[1322]    0.00000 0.00000    501 49520    282      14845     3500      18040    36295     19210     12      367      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
1177   AMPArtworkAgent  0.0  00:20.76 3     1   84     28M   2688K 14M   1177  1     sleeping *0[1400]    0.00000 0.00000    501 181187   308      39644     11959     617057   192520    200507    4652    4683     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
1006   appstoreagent    0.0  00:20.29 3     1   131    23M   192K  16M   1006  1     sleeping *0[390]     0.00000 0.00000    501 139778   475      45304     21893     502901   148591    278495    2677    19785    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
998    sysextd          0.0  00:00.20 2     1   37     4140K 0B    2800K 998   1     sleeping *0[59]      0.00000 0.00000    0   4061     189      975       449       3605     2300      1751      125     44       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
992    universalAccessA 0.0  00:01.00 3     1   143    4284K 0B    1220K 992   1     sleeping *0[1190]    0.00000 0.00000    501 17906    262      15058     3475      21470    35184     18627     32      300      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
958    com.apple.speech 0.0  00:03.75 2     1   44     15M   0B    7832K 958   1     sleeping *0[1]       0.00000 0.00000    501 33811    160      48609     10328     143969   70464     51017     42      60       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
873    OSDUIHelper      0.0  00:02.41 3     1   153    5772K 0B    2156K 873   1     sleeping *0[1255]    0.00000 0.00000    501 17207    286      43762     6575      35179    123864    46006     95      484      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
838    colorsync.userag 0.0  00:00.13 2     1   50     5740K 0B    5344K 838   1     sleeping *0[1]       0.00000 0.00000    501 3694     161      550       370       5530     1410      1929      19      47       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
835    ScopedBookmarkAg 0.0  00:03.07 3     2   48     4192K 0B    2896K 835   1     sleeping *0[112]     0.00000 0.00000    501 5311     172      28571     12356     84649    34139     26067     10      118      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
829    mdwrite          0.0  00:00.12 2     1   64     2484K 0B    1908K 829   1     sleeping *0[1]       0.00000 0.00000    501 3209     184      827       411       5097     1263      2252      30      54       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
812    EscrowSecurityAl 0.0  00:00.05 2     1   56     2280K 0B    1120K 812   1     sleeping  0[0]       0.00000 0.00000    501 4370     178      218       59        984      526       447       37      3        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
811    lskdd            0.0  00:01.04 3     1   45     2712K 0B    2132K 811   1     sleeping *0[56]      0.00000 0.00000    265 2593     126      43163     21403     22284    22498     26777     458     11541    0.0   0      0      _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
778    tzd              0.0  00:00.03 2     1   43     1352K 0B    468K  778   1     sleeping  0[0]       0.00000 0.00000    0   2310     171      142       53        783      387       199       41      3        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
774    FMIPClientXPCSer 0.0  00:00.07 3     2   38     2200K 0B    1036K 774   1     sleeping *0[6]       0.00000 0.00000    501 3668     240      317       99        1487     638       424       242     9        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
773    siriknowledged   0.0  00:00.33 2     1   39     2776K 64K   1224K 773   1     sleeping *0[6]       0.00000 0.00000    501 7166     243      1513      835       7521     2881      3768      78      170      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
772    com.apple.Perfor 0.0  00:01.45 2     1   33     2980K 0B    1556K 772   1     sleeping *0[213]     0.00000 0.00000    0   5862     148      5432      4911      33063    18357     16776     21      388      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
770    assistant_servic 0.0  00:21.58 3     1   351    21M   768K  7816K 770   1     sleeping *0[4285]    0.00000 0.00000    501 102315   548      74550     26712     448910   174890    216173    1707    8352     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
769    com.apple.siri.e 0.0  00:17.88 2     1   61     67M   6208K 52M   769   1     sleeping *0[644]     0.00000 0.00000    501 343544   390      18834     4557      868085   69692     81123     8073    496      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
768    com.apple.audio. 0.0  00:00.01 2     1   20     904K  0B    896K  768   1     sleeping  0[0]       0.00000 0.00000    501 1156     146      113       39        545      247       111       0       0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
767    mobileactivation 0.0  00:00.05 2     1   44     2636K 0B    2228K 767   1     sleeping  0[0]       0.00000 0.00000    0   1571     128      142       58        575      398       362       18      4        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
766    devicecheckd     0.0  00:00.03 2     1   47     1012K 0B    404K  766   1     sleeping  0[0]       0.00000 0.00000    501 1496     124      179       62        587      447       259       56      2        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
762    AudioComponentRe 0.0  00:00.38 2     1   72     4796K 28K   2552K 762   1     sleeping *0[680]     0.00000 0.00000    501 9131     323      6929      2745      18102    15340     6021      56      2        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
759    distnoted        0.0  00:00.29 2     1   33     2440K 0B    2068K 759   1     sleeping *0[1]       0.00000 0.00000    205 1967     98       3809      3538      7299     7525      4660      0       0        0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
753    SiriNCService    0.0  00:25.73 3     1   144    4224K 0B    1304K 753   1     sleeping *0[33826]   0.00000 0.00000    501 19163    323      919308    159184    347652   1586636   217816    225     2083     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
739    adprivacyd       0.0  00:04.75 3     1   87     11M   0B    5756K 739   1     sleeping *0[406]     0.00000 0.00000    501 33862    1027     13660     17895     109221   57934     97661     365     6921     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
737    iconservicesagen 0.0  00:00.12 2     1   25     2844K 0B    2244K 737   1     sleeping  0[0]       0.00000 0.00000    0   3874     138      406       429       2458     1243      2296      0       81       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
736    smd              0.0  00:00.09 2     1   41     3112K 0B    2272K 736   1     sleeping *0[3]       0.00000 0.00000    0   2896     165      504       250       3082     953       776       26      18       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
731    ReportCrash      0.0  00:00.01 3     1   31     836K  0B    832K  731   1     sleeping  0[0]       0.00000 0.00000    0   1206     151      108       47        489      265       74        0       1        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
730    com.apple.cmio.r 0.0  00:00.02 2     1   23     644K  0B    368K  730   1     sleeping *0[40]      0.00000 0.00000    0   982      94       370       156       1202     503       319       7       3        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
729    systemstats      0.0  00:01.46 4     1   92     1848K 0B    952K  123   123   sleeping  0[0]       0.00000 0.00000    0   14565    187      28637     9333      39989    51472     55932     28      1391     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
728    sysmond          0.0  00:09.51 2     1   17     2808K 0B    1892K 728   1     sleeping *0[38]      0.00000 0.00000    0   9395     117      671580    384743    600656   711533    146522    20      139      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
727    fpsd             0.0  00:03.23 2     1   40     1656K 0B    648K  727   1     sleeping *0[11703]   0.00000 0.00000    265 28160    160      71597     12943     61804    119898    27507     686     2        0.0   0      0      _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
726    trustd           0.0  00:01.88 2     1   32     5284K 320K  1816K 726   1     sleeping *0[716]     0.00000 0.00000    89  7058     191      5089      1379      27384    13649     6558      22      196      0.0   0      0      _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
725    recentsd         0.0  00:04.33 2     1   61     3252K 0B    980K  725   1     sleeping *0[356]     0.00000 0.00000    501 29939    211      19449     6321      37462    42514     58985     209     391      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
720    dprivacyd        0.0  00:15.71 2     1   74     10M   960K  8240K 720   1     sleeping *0[2003]    0.00000 0.00000    0   32232    188      17360     2827      768530   84751     59851     125     882      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
717    com.apple.Stream 0.0  00:00.04 2     1   29     1152K 0B    704K  717   1     sleeping  0[0]       0.00000 0.00000    242 2098     140      380       293       1385     1006      835       14      36       0.0   0      0      _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
707    com.apple.siri-d 0.0  00:01.62 2     1   67     4712K 0B    2064K 707   1     sleeping *0[63]      0.00000 0.00000    501 17313    267      1933      8958      49631    19740     56352     177     2790     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
704    storagekitd      0.0  00:39.67 7     3   72     5104K 0B    2712K 704   1     sleeping  0[0]       0.00000 0.00000    0   45220    194      338940    48325     1255274  566850    1103977   545     69414    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
702    AppleCameraAssis 0.0  03:19.22 4     1   812    2152K 0B    1216K 702   1     sleeping *0[1]       0.00000 0.00000    262 10113    178      7231450   3371139   74677    5257999   1283889   170     345      0.0   0      0      _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
688    akd              0.0  00:00.99 2     1   50     2204K 0B    1448K 688   1     sleeping *0[2]       0.00000 0.00000    0   5514     215      1164      619       28314    2973      19353     2       5534     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
677    nfcd             0.0  00:00.16 2     1   51     3536K 0B    2376K 677   1     sleeping *0[1]       0.00000 0.00000    260 4568     207      698       478       2833     2072      2726      391     96       0.0   0      0      _applepay          N/A    N/A   N/A   N/A   N/A   N/A  
668    swcd             0.0  00:12.30 2     1   53     5436K 0B    2652K 668   1     sleeping *0[1463]    0.00000 0.00000    501 71341    183      20490     2316      283378   20824     53105     572     267      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
666    storedownloadd   0.0  00:00.52 2     1   44     3696K 0B    2600K 666   1     sleeping *0[23]      0.00000 0.00000    501 9774     214      2540      1568      13852    4387      5936      120     218      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
665    fileproviderd    0.0  00:01.88 2     1   80     5208K 0B    2976K 665   1     sleeping *0[101]     0.00000 0.00000    501 21031    286      10130     4397      47027    15441     17855     1149    346      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
664    system_installd  0.0  00:00.39 2     1   28     1376K 0B    508K  664   1     sleeping *0[12]      0.00000 0.00000    0   7446     160      2434      1545      13296    4192      5229      10      210      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
663    installd         0.0  00:00.96 2     1   51     15M   0B    13M   663   1     sleeping *0[12]      0.00000 0.00000    0   18293    176      3755      2469      16852    6271      8035      50      255      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
662    replayd          0.0  00:00.57 2     1   43     3460K 0B    2328K 662   1     sleeping *0[106]     0.00000 0.00000    501 10942    208      3317      2092      15333    6159      8294      92      309      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
646    deleted_helper   0.0  00:09.16 3     2   22     1208K 0B    248K  646   1     sleeping *0[11032]   0.00000 0.00000    0   26604    133      146468    61860     376888   180807    127360    9       1827     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
645    coresymbolicatio 0.0  00:03.83 2     1   26     2804K 0B    1928K 645   1     sleeping *0[12]      0.00000 0.00000    0   51224    135      17886     6855      34112    17371     14959     17559   221      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
644    AMPLibraryAgent  0.0  02:38.73 8     1   367    135M  0B    29M   644   1     sleeping *0[2240]    0.00000 0.00000    501 5321182  4623     131304    36170     1037106  435607    706068    7128    23289    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
643    CrashReporterSup 0.0  00:00.03 2     1   31     1236K 0B    524K  643   1     sleeping *0[1]       0.00000 0.00000    0   1879     124      167       61        798      321       289       10      4        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
642    com.apple.access 0.0  00:00.40 2     1   31     1012K 0B    340K  642   1     sleeping *0[1604]    0.00000 0.00000    501 3252     120      11195     4852      24365    13166     9858      4       158      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
640    com.apple.siri.C 0.0  00:00.09 2     1   38     3508K 0B    2964K 640   1     sleeping *0[3]       0.00000 0.00000    501 4115     221      234       101       1322     756       940       119     21       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
635    SystemUIServer   0.0  02:53.15 5     1   376    20M   8192B 8568K 635   1     sleeping *0[10949]   0.00000 0.00000    501 376242   601      854787    269116    1136088  3173185   1180406   8777    9029     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
632    keyboardservices 0.0  00:00.48 2     1   52     2916K 64K   1004K 632   1     sleeping *0[79]      0.00000 0.00000    501 8786     220      1860      958       15381    4267      6346      107     234      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
631    AppleSpell       0.0  00:47.18 2     1   119    38M   384K  17M   631   1     sleeping *0[1]       0.00000 0.00000    501 127867   413      53399     12276     3171160  110053    137708    13729   707      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
625    USBAgent         0.0  00:00.11 2     1   32     2828K 0B    2244K 625   1     sleeping  0[0]       0.00000 0.00000    501 3771     148      826       329       2645     1539      1751      15      66       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
619    rtcreportingd    0.0  00:05.17 3     1   53     4932K 0B    2916K 619   1     sleeping *0[1]       0.00000 0.00000    0   27912    210      34821     17699     202868   40938     47630     131     7622     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
611    ReportCrash      0.0  00:05.51 4     1   91     32M   0B    31M   611   1     sleeping  0[0]       0.00000 0.00000    501 171538   209      10855     4184      17958    16591     25655     48227   54       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
605    SafariCloudHisto 0.0  00:23.27 4     3   49     3580K 0B    2384K 605   1     sleeping *0[1]       0.00000 0.00000    501 8475     188      120730    3012      788772   444097    666680    46      61028    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
604    DataDetectorsSou 0.0  00:00.04 2     1   26     2648K 0B    2644K 604   1     sleeping  0[0]       0.00000 0.00000    257 1432     137      79        36        556      222       495       4       1        0.0   0      0      _datadetectors     N/A    N/A   N/A   N/A   N/A   N/A  
599    findmydevice-use 0.0  00:00.50 2     1   52     3364K 0B    2408K 599   1     sleeping *0[515]     0.00000 0.00000    501 7953     186      7026      3085      16849    19805     13226     2       220      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
598    com.apple.Safari 0.0  00:13.07 2     1   64     6304K 0B    3084K 598   1     sleeping *0[419]     0.00000 0.00000    501 68352    192      5178      14630     165385   32701     100705    2457    9007     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
594    SubmitDiagInfo   0.0  00:27.01 3     1   64     11M   0B    2204K 594   1     sleeping  0[0]       0.00000 0.00000    0   47823    226      24006     7046      1245723  36147     126014    343     6743     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
593    spindump_agent   0.0  00:00.02 2     1   42     1040K 0B    776K  593   1     sleeping *0[59]      0.00000 0.00000    501 1384     150      517       116       816      701       303       10      0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
592    spindump         0.0  00:07.37 2     1   96     53M   0B    51M   592   1     sleeping *0[1]       0.00000 0.00000    0   412321   277      4602      1963      41708    6311      23771     81742   111      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
590    DropboxActivityP 0.0  00:05.56 3     1   140    4136K 0B    1444K 590   1     sleeping *0[9160]    0.00000 0.00000    501 18784    257      103352    19887     96777    200630    86449     41      3382     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
565    fontworker       0.0  00:00.03 2     1   28     2632K 0B    2624K 565   1     sleeping *0[1]       0.00000 0.00000    501 1434     143      119       38        559      275       153       0       0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
556    SafariLaunchAgen 0.0  00:00.10 2     1   38     3532K 0B    2888K 556   1     sleeping *0[1]       0.00000 0.00000    501 4482     199      217       134       1640     575       1396      3       18       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
555    com.apple.hiserv 0.0  00:03.92 2     1   46     1488K 0B    416K  555   1     sleeping *0[9540]    0.00000 0.00000    501 31502    135      77264     9714      40502    97577     39556     9       62       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
549    SafariBookmarksS 0.0  00:48.01 5     3   75     8084K 0B    4136K 549   1     sleeping *0[1]       0.00000 0.00000    501 66683    262      235059    36938     1568434  692955    916964    574     61539    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
541    com.apple.Safari 0.0  08:01.90 3     1   54     53M   8000K 3904K 541   1     sleeping *0[5261]    0.00000 0.00000    501 607772   3289     79445     30178     58667245 907225    6224805   583     2131     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
540    AssetCacheTether 0.0  00:00.06 2     1   25     2936K 0B    2536K 540   1     sleeping *0[1]       0.00000 0.00000    0   2422     156      260       285       1769     599       997       24      32       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
529    AssetCache       0.0  00:00.54 2     1   46     4024K 0B    2780K 529   1     sleeping *0[15]      0.00000 0.00000    235 9731     231      3044      2014      12202    5906      7545      267     276      0.0   0      0      _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
527    AssetCacheLocato 0.0  00:01.55 3     1   67     4424K 0B    2160K 527   1     sleeping *0[1543]    0.00000 0.00000    501 15266    190      9280      3215      49498    14135     30122     161     5577     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
525    FindMyMacd       0.0  00:00.01 2     1   31     720K  0B    716K  525   1     sleeping *0[1]       0.00000 0.00000    0   810      132      98        44        434      183       93        3       0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
524    Dropbox Web Help 0.0  00:01.45 15    1   134    45M   0B    42M   465   465   sleeping *0[4]       0.00000 0.00000    501 35446    1707     4492      2067      12744    20472     22655     269     7573     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
521    Dropbox Web Help 0.0  01:21.35 16    2   150    57M   0B    21M   465   465   sleeping *0[5]       0.00000 0.00000    501 153170   1729     318335    179728    407819   2567770   646864    13783   101120   0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
520    VTDecoderXPCServ 0.0  00:00.12 2     1   51     3400K 0B    2672K 520   1     sleeping *0[7]       0.00000 0.00000    501 4656     170      3614      1705      2514     3678      2266      9       79       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
514    suhelperd        0.0  00:00.12 2     1   49     1856K 0B    1236K 514   1     sleeping *0[30]      0.00000 0.00000    0   4841     177      812       443       3137     2145      2248      32      79       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
513    Dropbox Web Help 0.0  00:07.06 10    1   145    52M   0B    36M   465   465   sleeping *0[3]       0.00000 0.00000    501 33112    1801     99557     64891     15456    497088    104410    2383    24582    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
512    softwareupdated  0.0  00:32.14 4     1   398    52M   0B    46M   512   1     sleeping *0[53]      0.00000 0.00000    200 157196   1294     131328    69839     310077   188708    195866    3720    6962     0.0   0      0      _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
511    SoftwareUpdateNo 0.0  00:01.60 3     1   169    19M   0B    16M   511   1     sleeping *0[1]       0.00000 0.00000    501 71420    1292     11124     2359      17997    34218     22699     417     346      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
510    gamecontrollerd  0.0  00:06.41 3     2   45     1708K 0B    588K  510   1     sleeping *0[1099]    0.00000 0.00000    247 11461    159      32500     2591      269657   115604    170536    18      13627    0.0   0      0      _gamecontrollerd   N/A    N/A   N/A   N/A   N/A   N/A  
507    CMFSyncAgent     0.0  00:00.16 2     1   48     1752K 0B    832K  507   1     sleeping *0[21]      0.00000 0.00000    501 4374     145      1130      693       3813     3548      3955      14      112      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
505    com.apple.Ambien 0.0  00:08.46 4     1   70     2200K 0B    748K  505   1     sleeping *1[1]       0.00000 0.00000    0   7371     170      93974     45927     163207   137686    86097     202     299      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
504    SafeEjectGPUServ 0.0  00:00.10 2     1   49     1668K 0B    948K  504   1     sleeping *0[1]       0.00000 0.00000    501 4351     182      758       578       2598     1606      2091      17      86       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
503    SafeEjectGPUAgen 0.0  00:00.01 2     1   34     1020K 0B    1012K 503   1     sleeping *0[1]       0.00000 0.00000    501 1112     149      123       41        544      302       67        0       0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
502    followupd        0.0  00:00.09 2     1   49     1420K 64K   532K  502   1     sleeping *0[15]      0.00000 0.00000    501 2341     171      862       371       2986     1708      1139      38      5        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
501    neagent          0.0  00:00.43 2     1   49     3952K 0B    2360K 501   1     sleeping *0[1]       0.00000 0.00000    501 23534    149      4249      953       11236    4996      2071      32      18       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
500    adid             0.0  00:06.84 2     1   33     3176K 0B    368K  500   1     sleeping *0[7775]    0.00000 0.00000    265 23846    135      70021     10221     328152   119953    22199     591     6        0.0   0      0      _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
499    deleted          0.0  26:09.81 9     8   74     6232K 0B    3084K 499   1     sleeping *0[3676]    0.00000 0.00000    501 34211711 181      3842426   1610985   73038929 4204929   3066211   663     3697     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
498    familycircled    0.0  00:00.67 2     1   57     9012K 20K   448K  498   1     sleeping *0[376]     0.00000 0.00000    501 13246    245      3452      2076      19417    7684      13222     110     517      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
497    IMRemoteURLConne 0.0  00:00.02 2     1   28     916K  0B    908K  497   1     sleeping  0[0]       0.00000 0.00000    501 876      123      219       72        638      443       239       0       0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
496    ContainerMetadat 0.0  00:01.42 2     1   57     3356K 0B    1520K 496   1     sleeping *0[21]      0.00000 0.00000    501 37002    231      9256      1698      31867    16724     12773     20      106      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
494    IMRemoteURLConne 0.0  00:01.20 3     1   80     6372K 0B    3496K 494   1     sleeping *0[97]      0.00000 0.00000    501 10841    203      2298      15210     50025    34032     47673     5       662      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
493    IMRemoteURLConne 0.0  00:01.10 3     1   74     4900K 0B    2184K 493   1     sleeping *0[95]      0.00000 0.00000    501 9755     203      2205      15181     49124    33731     45989     10      623      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
492    IMRemoteURLConne 0.0  00:02.17 3     1   91     7252K 0B    4572K 492   1     sleeping *0[99]      0.00000 0.00000    501 12458    207      2407      15262     80380    34372     64268     9       6549     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
491    suggestd         0.0  03:31.56 4     3   337    61M   17M   38M   491   1     sleeping *3[4049]    0.00000 0.00000    501 436935   467      214630    47036     1664150  908462    827723    20678   5573     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
490    AppSSOAgent      0.0  00:00.89 3     1   149    6048K 0B    3364K 490   1     sleeping *0[1153]    0.00000 0.00000    501 14354    275      13912     3164      17223    32402     16710     61      331      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
489    captiveagent     0.0  00:00.13 4     1   43     3104K 0B    2428K 489   1     sleeping *0[1]       0.00000 0.00000    258 3962     142      520       692       3271     2206      3183      76      94       0.0   0      0      _captiveagent      N/A    N/A   N/A   N/A   N/A   N/A  
488    SidecarRelay     0.0  00:00.41 2     1   34     1768K 0B    828K  488   1     sleeping *0[1450]    0.00000 0.00000    501 2980     180      6651      1854      11545    5403      2166      124     36       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
487    CoreLocationAgen 0.0  00:01.03 3     1   154    5132K 0B    2004K 487   1     sleeping *0[1]       0.00000 0.00000    501 14399    298      9892      2157      19476    31735     21184     26      393      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
486    QuickLookSatelli 0.0  00:06.80 5     2   97     26M   724K  8172K 486   1     sleeping *0[371]     0.00000 0.00000    501 77317    540      8452      2907      1127204  24564     55841     1406    1123     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
484    corespotlightd   0.0  01:30.88 3     1   83     18M   0B    5768K 484   1     sleeping *0[1675]    0.00000 0.00000    501 1626169  238      160731    68237     965359   263107    683276    78496   5484     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
483    fmfd             0.0  00:04.25 3     1   110    11M   0B    9220K 483   1     sleeping *0[3117]    0.00000 0.00000    501 36054    326      23679     22319     123635   74546     95053     175     7383     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
482    mediaremoteagent 0.0  00:02.70 2     1   32     1384K 0B    408K  482   1     sleeping *0[5573]    0.00000 0.00000    501 12208    144      17344     9147      92444    17780     37441     13      614      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
481    Keychain Circle  0.0  00:01.03 3     1   142    3580K 0B    1312K 481   1     sleeping *0[1]       0.00000 0.00000    501 12743    289      11803     2731      22264    36211     28259     12      349      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
480    assistantd       0.0  00:16.45 2     1   443    18M   960K  8796K 480   1     sleeping *0[3393]    0.00000 0.00000    501 83186    641      62496     15410     284501   157805    170094    2710    7571     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
